CustomerID,ReasonForLeaving,OverallExperience,SpecificIssues,Suggestions,FollowUp,ChurnType
CUST131382,None,Very Dissatisfied,None,None,No,Loyal
CUST131383,None,Satisfied,None,None,No,Engaged
CUST131384,Limited selection,Very Satisfied,Payment issues,Lower prices,Yes,Involuntary
CUST131385,None,Satisfied,None,None,No,Active
CUST131386,None,Satisfied,None,None,No,Loyal
CUST131387,None,Very Satisfied,None,None,No,Active
CUST131388,None,Dissatisfied,None,None,No,Engaged
CUST131389,None,Very Dissatisfied,None,None,No,Loyal
CUST131390,None,Very Dissatisfied,None,None,No,Loyal
CUST131391,Poor product quality,Dissatisfied,Damaged products,Improve product quality,No,Involuntary
CUST131392,None,Neutral,None,None,No,Active
CUST131393,None,Dissatisfied,None,None,No,Active
CUST131394,Other,Satisfied,Customer service problems,Improve product quality,No,Downgrade
CUST131395,None,Neutral,None,None,No,Active
CUST131396,None,Very Satisfied,None,None,No,Engaged
CUST131397,Better options elsewhere,Very Satisfied,Damaged products,Increase selection,Yes,Voluntary
CUST131398,None,Very Dissatisfied,None,None,No,Engaged
CUST131399,Poor product quality,Dissatisfied,Customer service problems,Lower prices,No,Voluntary
CUST131400,None,Very Satisfied,None,None,No,Loyal
CUST131401,High prices,Very Satisfied,None,Improve product quality,Yes,Inactive
CUST131402,None,Dissatisfied,None,None,No,Loyal
CUST131403,None,Neutral,None,None,No,Engaged
CUST131404,None,Very Satisfied,None,None,No,Loyal
CUST131405,None,Very Dissatisfied,None,None,No,Active
CUST131406,None,Very Satisfied,None,None,No,Loyal
CUST131407,High prices,Very Satisfied,Late deliveries,Lower prices,No,Voluntary
CUST131408,None,Neutral,None,None,No,Loyal
CUST131409,Poor product quality,Very Dissatisfied,Late deliveries,Improve product quality,Yes,Downgrade
CUST131410,None,Very Satisfied,None,None,No,Active
CUST131411,None,Very Satisfied,None,None,No,Active
CUST131412,None,Very Dissatisfied,None,None,No,Engaged
CUST131413,None,Dissatisfied,None,None,No,Active
CUST131414,None,Very Satisfied,None,None,No,Loyal
CUST131415,None,Dissatisfied,None,None,No,Engaged
CUST131416,None,Neutral,None,None,No,Engaged
CUST131417,None,Very Satisfied,None,None,No,Active
CUST131418,Poor product quality,Neutral,Damaged products,Lower prices,Yes,Downgrade
CUST131419,None,Dissatisfied,None,None,No,Active
CUST131420,None,Very Dissatisfied,None,None,No,Active
CUST131421,None,Neutral,None,None,No,Engaged
CUST131422,None,Neutral,None,None,No,Loyal
CUST131423,None,Satisfied,None,None,No,Engaged
CUST131424,None,Neutral,None,None,No,Loyal
CUST131425,None,Neutral,None,None,No,Engaged
CUST131426,None,Satisfied,None,None,No,Active
CUST131427,Poor product quality,Neutral,None,Improve product quality,No,Involuntary
CUST131428,None,Very Satisfied,None,None,No,Loyal
CUST131429,Other,Very Dissatisfied,Damaged products,Increase selection,Yes,Downgrade
CUST131430,None,Satisfied,None,None,No,Loyal
CUST131431,None,Very Satisfied,None,None,No,Active
CUST131432,None,Very Dissatisfied,None,None,No,Active
CUST131433,None,Very Dissatisfied,None,None,No,Loyal
CUST131434,None,Dissatisfied,None,None,No,Active
CUST131435,None,Very Dissatisfied,None,None,No,Loyal
CUST131436,None,Satisfied,None,None,No,Engaged
CUST131437,Poor product quality,Very Satisfied,Payment issues,Better customer support,Yes,Involuntary
CUST131438,None,Very Satisfied,None,None,No,Active
CUST131439,None,Satisfied,None,None,No,Engaged
CUST131440,None,Very Satisfied,None,None,No,Active
CUST131441,None,Very Satisfied,None,None,No,Active
CUST131442,None,Satisfied,None,None,No,Active
CUST131443,None,Satisfied,None,None,No,Loyal
CUST131444,None,Satisfied,None,None,No,Engaged
CUST131445,None,Neutral,None,None,No,Loyal
CUST131446,None,Satisfied,None,None,No,Loyal
CUST131447,None,Dissatisfied,None,None,No,Loyal
CUST131448,High prices,Neutral,Late deliveries,Increase selection,No,Voluntary
CUST131449,None,Neutral,None,None,No,Active
CUST131450,None,Neutral,None,None,No,Loyal
CUST131451,None,Dissatisfied,None,None,No,Loyal
CUST131452,None,Very Satisfied,None,None,No,Engaged
CUST131453,None,Dissatisfied,None,None,No,Loyal
CUST131454,None,Very Dissatisfied,None,None,No,Active
CUST131455,None,Very Satisfied,None,None,No,Active
CUST131456,None,Dissatisfied,None,None,No,Engaged
CUST131457,Poor product quality,Satisfied,Payment issues,Better customer support,No,Downgrade
CUST131458,None,Neutral,None,None,No,Active
CUST131459,None,Very Satisfied,None,None,No,Active
CUST131460,None,Neutral,None,None,No,Active
CUST131461,None,Very Dissatisfied,None,None,No,Engaged
CUST131462,None,Satisfied,None,None,No,Loyal
CUST131463,Limited selection,Very Satisfied,None,Better customer support,No,Downgrade
CUST131464,None,Neutral,None,None,No,Engaged
CUST131465,None,Satisfied,None,None,No,Engaged
CUST131466,None,Satisfied,None,None,No,Loyal
CUST131467,None,Neutral,None,None,No,Engaged
CUST131468,None,Satisfied,None,None,No,Engaged
CUST131469,None,Dissatisfied,None,None,No,Engaged
CUST131470,Delivery issues,Neutral,Damaged products,Better customer support,Yes,Downgrade
CUST131471,None,Dissatisfied,None,None,No,Engaged
CUST131472,None,Very Satisfied,None,None,No,Engaged
CUST131473,Other,Very Satisfied,Customer service problems,Better customer support,Yes,Downgrade
CUST131474,None,Dissatisfied,None,None,No,Loyal
CUST131475,None,Very Satisfied,None,None,No,Active
CUST131476,None,Satisfied,None,None,No,Active
CUST131477,None,Neutral,None,None,No,Loyal
CUST131478,None,Neutral,None,None,No,Engaged
CUST131479,None,Neutral,None,None,No,Active
CUST131480,None,Very Satisfied,None,None,No,Loyal
CUST131481,None,Satisfied,None,None,No,Loyal
CUST131482,None,Very Dissatisfied,None,None,No,Active
CUST131483,None,Dissatisfied,None,None,No,Loyal
CUST131484,None,Very Satisfied,None,None,No,Loyal
CUST131485,None,Very Dissatisfied,None,None,No,Active
CUST131486,None,Dissatisfied,None,None,No,Active
CUST131487,None,Satisfied,None,None,No,Engaged
CUST131488,None,Satisfied,None,None,No,Loyal
CUST131489,None,Neutral,None,None,No,Active
CUST131490,None,Dissatisfied,None,None,No,Loyal
CUST131491,None,Very Dissatisfied,None,None,No,Active
CUST131492,None,Satisfied,None,None,No,Active
CUST131493,None,Neutral,None,None,No,Loyal
CUST131494,None,Very Satisfied,None,None,No,Engaged
CUST131495,None,Satisfied,None,None,No,Engaged
CUST131496,None,Very Satisfied,None,None,No,Loyal
CUST131497,None,Dissatisfied,None,None,No,Loyal
CUST131498,None,Dissatisfied,None,None,No,Loyal
CUST131499,None,Dissatisfied,None,None,No,Engaged
CUST131500,None,Satisfied,None,None,No,Active
CUST131501,None,Very Satisfied,None,None,No,Loyal
CUST131502,None,Very Dissatisfied,None,None,No,Engaged
CUST131503,None,Satisfied,None,None,No,Loyal
CUST131504,None,Very Dissatisfied,None,None,No,Engaged
CUST131505,None,Dissatisfied,None,None,No,Engaged
CUST131506,Delivery issues,Very Dissatisfied,Payment issues,Increase selection,Yes,Involuntary
CUST131507,None,Very Satisfied,None,None,No,Active
CUST131508,Delivery issues,Neutral,Payment issues,Enhance delivery service,Yes,Voluntary
CUST131509,None,Dissatisfied,None,None,No,Engaged
CUST131510,None,Very Dissatisfied,None,None,No,Loyal
CUST131511,Poor product quality,Very Satisfied,None,Enhance delivery service,Yes,Inactive
CUST131512,None,Dissatisfied,None,None,No,Engaged
CUST131513,None,Very Satisfied,None,None,No,Active
CUST131514,None,Satisfied,None,None,No,Active
CUST131515,None,Neutral,None,None,No,Active
CUST131516,None,Very Dissatisfied,None,None,No,Active
CUST131517,Better options elsewhere,Neutral,Customer service problems,Better customer support,No,Downgrade
CUST131518,None,Neutral,None,None,No,Loyal
CUST131519,Better options elsewhere,Neutral,Customer service problems,Better customer support,Yes,Voluntary
CUST131520,None,Very Dissatisfied,None,None,No,Active
CUST131521,None,Satisfied,None,None,No,Active
CUST131522,None,Satisfied,None,None,No,Engaged
CUST131523,None,Very Satisfied,None,None,No,Engaged
CUST131524,None,Neutral,None,None,No,Loyal
CUST131525,None,Dissatisfied,None,None,No,Engaged
CUST131526,Limited selection,Very Satisfied,Damaged products,Enhance delivery service,Yes,Inactive
CUST131527,None,Satisfied,None,None,No,Engaged
CUST131528,None,Dissatisfied,None,None,No,Active
CUST131529,None,Satisfied,None,None,No,Loyal
CUST131530,None,Neutral,None,None,No,Loyal
CUST131531,None,Neutral,None,None,No,Active
CUST131532,None,Satisfied,None,None,No,Active
CUST131533,None,Satisfied,None,None,No,Loyal
CUST131534,None,Very Satisfied,None,None,No,Engaged
CUST131535,None,Dissatisfied,None,None,No,Engaged
CUST131536,None,Neutral,None,None,No,Loyal
CUST131537,None,Neutral,None,None,No,Active
CUST131538,None,Very Satisfied,None,None,No,Loyal
CUST131539,None,Very Dissatisfied,None,None,No,Loyal
CUST131540,Other,Satisfied,Damaged products,Improve product quality,No,Inactive
CUST131541,None,Satisfied,None,None,No,Active
CUST131542,None,Neutral,None,None,No,Engaged
CUST131543,None,Neutral,None,None,No,Active
CUST131544,None,Neutral,None,None,No,Loyal
CUST131545,None,Satisfied,None,None,No,Engaged
CUST131546,None,Dissatisfied,None,None,No,Active
CUST131547,None,Neutral,None,None,No,Active
CUST131548,None,Dissatisfied,None,None,No,Engaged
CUST131549,None,Very Satisfied,None,None,No,Engaged
CUST131550,None,Very Dissatisfied,None,None,No,Loyal
CUST131551,None,Satisfied,None,None,No,Active
CUST131552,None,Neutral,None,None,No,Engaged
CUST131553,Poor product quality,Very Satisfied,None,Increase selection,No,Voluntary
CUST131554,None,Dissatisfied,None,None,No,Loyal
CUST131555,None,Very Satisfied,None,None,No,Loyal
CUST131556,None,Satisfied,None,None,No,Loyal
CUST131557,None,Neutral,None,None,No,Active
CUST131558,None,Satisfied,None,None,No,Active
CUST131559,High prices,Very Satisfied,Damaged products,Increase selection,Yes,Inactive
CUST131560,Poor product quality,Dissatisfied,Customer service problems,Better customer support,No,Involuntary
CUST131561,None,Very Satisfied,None,None,No,Loyal
CUST131562,None,Very Satisfied,None,None,No,Engaged
CUST131563,None,Very Satisfied,None,None,No,Active
CUST131564,None,Dissatisfied,None,None,No,Engaged
CUST131565,None,Satisfied,None,None,No,Active
CUST131566,None,Very Dissatisfied,None,None,No,Loyal
CUST131567,None,Dissatisfied,None,None,No,Loyal
CUST131568,None,Satisfied,None,None,No,Engaged
CUST131569,Limited selection,Dissatisfied,Late deliveries,Enhance delivery service,Yes,Involuntary
CUST131570,None,Neutral,None,None,No,Engaged
CUST131571,Delivery issues,Very Dissatisfied,Customer service problems,Better customer support,No,Inactive
CUST131572,None,Neutral,None,None,No,Active
CUST131573,None,Satisfied,None,None,No,Active
CUST131574,Limited selection,Satisfied,Late deliveries,Lower prices,No,Involuntary
CUST131575,None,Dissatisfied,None,None,No,Loyal
CUST131576,None,Neutral,None,None,No,Engaged
CUST131577,None,Satisfied,None,None,No,Loyal
CUST131578,None,Dissatisfied,None,None,No,Engaged
CUST131579,None,Very Dissatisfied,None,None,No,Loyal
CUST131580,None,Satisfied,None,None,No,Engaged
CUST131581,None,Very Satisfied,None,None,No,Engaged
CUST131582,Poor product quality,Very Satisfied,Late deliveries,Improve product quality,Yes,Inactive
CUST131583,None,Very Dissatisfied,None,None,No,Loyal
CUST131584,None,Dissatisfied,None,None,No,Engaged
CUST131585,Delivery issues,Neutral,Damaged products,Enhance delivery service,No,Inactive
CUST131586,Better options elsewhere,Dissatisfied,Damaged products,Enhance delivery service,Yes,Downgrade
CUST131587,None,Satisfied,None,None,No,Loyal
CUST131588,None,Very Dissatisfied,None,None,No,Loyal
CUST131589,Better options elsewhere,Satisfied,Customer service problems,Better customer support,Yes,Inactive
CUST131590,None,Satisfied,None,None,No,Engaged
CUST131591,None,Very Satisfied,None,None,No,Engaged
CUST131592,None,Dissatisfied,None,None,No,Active
CUST131593,None,Very Dissatisfied,None,None,No,Loyal
CUST131594,None,Dissatisfied,None,None,No,Active
CUST131595,None,Very Satisfied,None,None,No,Active
CUST131596,None,Dissatisfied,None,None,No,Loyal
CUST131597,None,Neutral,None,None,No,Active
CUST131598,None,Neutral,None,None,No,Engaged
CUST131599,Other,Very Satisfied,Damaged products,Better customer support,Yes,Inactive
CUST131600,None,Neutral,None,None,No,Engaged
CUST131601,None,Neutral,None,None,No,Engaged
CUST131602,None,Very Satisfied,None,None,No,Loyal
CUST131603,None,Very Satisfied,None,None,No,Engaged
CUST131604,None,Very Dissatisfied,None,None,No,Engaged
CUST131605,None,Satisfied,None,None,No,Loyal
CUST131606,None,Satisfied,None,None,No,Engaged
CUST131607,None,Satisfied,None,None,No,Engaged
CUST131608,High prices,Neutral,None,Lower prices,No,Voluntary
CUST131609,None,Dissatisfied,None,None,No,Active
CUST131610,None,Dissatisfied,None,None,No,Engaged
CUST131611,None,Dissatisfied,None,None,No,Active
CUST131612,Other,Dissatisfied,None,Improve product quality,No,Voluntary
CUST131613,None,Neutral,None,None,No,Loyal
CUST131614,None,Satisfied,None,None,No,Engaged
CUST131615,None,Dissatisfied,None,None,No,Active
CUST131616,None,Neutral,None,None,No,Active
CUST131617,None,Dissatisfied,None,None,No,Engaged
CUST131618,None,Very Satisfied,None,None,No,Engaged
CUST131619,High prices,Very Satisfied,Customer service problems,Improve product quality,Yes,Voluntary
CUST131620,High prices,Neutral,Late deliveries,Increase selection,No,Involuntary
CUST131621,None,Very Satisfied,None,None,No,Active
CUST131622,None,Very Dissatisfied,None,None,No,Engaged
CUST131623,None,Very Dissatisfied,None,None,No,Active
CUST131624,Poor product quality,Dissatisfied,Late deliveries,Enhance delivery service,Yes,Downgrade
CUST131625,None,Very Satisfied,None,None,No,Active
CUST131626,Poor product quality,Neutral,Customer service problems,Better customer support,No,Inactive
CUST131627,None,Satisfied,None,None,No,Active
CUST131628,None,Very Dissatisfied,None,None,No,Active
CUST131629,Other,Very Dissatisfied,Customer service problems,Lower prices,Yes,Inactive
CUST131630,None,Very Dissatisfied,None,None,No,Loyal
CUST131631,None,Dissatisfied,None,None,No,Loyal
CUST131632,None,Dissatisfied,None,None,No,Engaged
CUST131633,None,Dissatisfied,None,None,No,Loyal
CUST131634,None,Neutral,None,None,No,Loyal
CUST131635,None,Satisfied,None,None,No,Active
CUST131636,None,Very Satisfied,None,None,No,Engaged
CUST131637,Limited selection,Neutral,Payment issues,Better customer support,No,Voluntary
CUST131638,Delivery issues,Satisfied,Damaged products,Enhance delivery service,Yes,Inactive
CUST131639,Limited selection,Neutral,Damaged products,Improve product quality,Yes,Voluntary
CUST131640,None,Satisfied,None,None,No,Engaged
CUST131641,Limited selection,Very Satisfied,None,Increase selection,Yes,Inactive
CUST131642,None,Dissatisfied,None,None,No,Engaged
CUST131643,None,Very Dissatisfied,None,None,No,Engaged
CUST131644,Poor product quality,Very Satisfied,Customer service problems,Increase selection,No,Inactive
CUST131645,None,Very Dissatisfied,None,None,No,Engaged
CUST131646,None,Very Dissatisfied,None,None,No,Active
CUST131647,Better options elsewhere,Satisfied,Damaged products,Enhance delivery service,Yes,Voluntary
CUST131648,None,Very Dissatisfied,None,None,No,Loyal
CUST131649,None,Satisfied,None,None,No,Active
CUST131650,Delivery issues,Very Satisfied,None,Enhance delivery service,No,Voluntary
CUST131651,None,Satisfied,None,None,No,Engaged
CUST131652,None,Satisfied,None,None,No,Loyal
CUST131653,None,Neutral,None,None,No,Loyal
CUST131654,Other,Dissatisfied,None,Increase selection,Yes,Inactive
CUST131655,None,Neutral,None,None,No,Engaged
CUST131656,None,Very Satisfied,None,None,No,Engaged
CUST131657,None,Satisfied,None,None,No,Loyal
CUST131658,None,Neutral,None,None,No,Loyal
CUST131659,None,Neutral,None,None,No,Loyal
CUST131660,None,Dissatisfied,None,None,No,Active
CUST131661,None,Neutral,None,None,No,Active
CUST131662,None,Neutral,None,None,No,Active
CUST131663,None,Very Dissatisfied,None,None,No,Active
CUST131664,None,Very Satisfied,None,None,No,Active
CUST131665,None,Very Satisfied,None,None,No,Loyal
CUST131666,None,Neutral,None,None,No,Loyal
CUST131667,High prices,Dissatisfied,Payment issues,Better customer support,No,Downgrade
CUST131668,None,Very Dissatisfied,None,None,No,Engaged
CUST131669,None,Dissatisfied,None,None,No,Loyal
CUST131670,None,Neutral,None,None,No,Active
CUST131671,None,Satisfied,None,None,No,Active
CUST131672,None,Neutral,None,None,No,Active
CUST131673,None,Dissatisfied,None,None,No,Engaged
CUST131674,None,Satisfied,None,None,No,Active
CUST131675,None,Satisfied,None,None,No,Active
CUST131676,None,Dissatisfied,None,None,No,Active
CUST131677,Delivery issues,Very Dissatisfied,Payment issues,Improve product quality,Yes,Voluntary
CUST131678,None,Dissatisfied,None,None,No,Engaged
CUST131679,None,Neutral,None,None,No,Engaged
CUST131680,None,Dissatisfied,None,None,No,Loyal
CUST131681,None,Neutral,None,None,No,Active
CUST131682,None,Dissatisfied,None,None,No,Loyal
CUST131683,None,Satisfied,None,None,No,Active
CUST131684,None,Very Satisfied,None,None,No,Active
CUST131685,None,Very Satisfied,None,None,No,Active
CUST131686,High prices,Very Satisfied,None,Lower prices,No,Downgrade
CUST131687,None,Very Dissatisfied,None,None,No,Loyal
CUST131688,None,Very Satisfied,None,None,No,Engaged
CUST131689,High prices,Very Satisfied,Damaged products,Increase selection,Yes,Involuntary
CUST131690,None,Satisfied,None,None,No,Loyal
CUST131691,None,Very Dissatisfied,None,None,No,Active
CUST131692,None,Satisfied,None,None,No,Active
CUST131693,None,Very Satisfied,None,None,No,Active
CUST131694,None,Satisfied,None,None,No,Loyal
CUST131695,None,Very Satisfied,None,None,No,Engaged
CUST131696,None,Neutral,None,None,No,Engaged
CUST131697,None,Neutral,None,None,No,Engaged
CUST131698,None,Neutral,None,None,No,Engaged
CUST131699,None,Dissatisfied,None,None,No,Active
CUST131700,Poor product quality,Dissatisfied,Damaged products,Lower prices,No,Inactive
CUST131701,None,Very Dissatisfied,None,None,No,Loyal
CUST131702,High prices,Satisfied,None,Increase selection,No,Inactive
CUST131703,None,Satisfied,None,None,No,Loyal
CUST131704,None,Very Dissatisfied,None,None,No,Loyal
CUST131705,None,Satisfied,None,None,No,Engaged
CUST131706,None,Very Satisfied,None,None,No,Engaged
CUST131707,None,Very Satisfied,None,None,No,Engaged
CUST131708,None,Neutral,None,None,No,Loyal
CUST131709,None,Dissatisfied,None,None,No,Loyal
CUST131710,Poor product quality,Very Dissatisfied,Damaged products,Lower prices,No,Inactive
CUST131711,None,Neutral,None,None,No,Loyal
CUST131712,None,Very Dissatisfied,None,None,No,Loyal
CUST131713,None,Dissatisfied,None,None,No,Engaged
CUST131714,None,Neutral,None,None,No,Active
CUST131715,None,Dissatisfied,None,None,No,Active
CUST131716,High prices,Neutral,None,Better customer support,No,Involuntary
CUST131717,Limited selection,Dissatisfied,Payment issues,Increase selection,No,Involuntary
CUST131718,None,Satisfied,None,None,No,Engaged
CUST131719,Other,Neutral,Damaged products,Enhance delivery service,Yes,Inactive
CUST131720,Other,Neutral,None,Better customer support,No,Inactive
CUST131721,None,Satisfied,None,None,No,Engaged
CUST131722,Limited selection,Very Satisfied,Payment issues,Improve product quality,Yes,Inactive
CUST131723,None,Very Dissatisfied,None,None,No,Active
CUST131724,None,Neutral,None,None,No,Engaged
CUST131725,None,Very Dissatisfied,None,None,No,Engaged
CUST131726,None,Dissatisfied,None,None,No,Engaged
CUST131727,None,Satisfied,None,None,No,Active
CUST131728,None,Very Satisfied,None,None,No,Active
CUST131729,None,Very Dissatisfied,None,None,No,Loyal
CUST131730,None,Neutral,None,None,No,Active
CUST131731,None,Dissatisfied,None,None,No,Engaged
CUST131732,None,Very Dissatisfied,None,None,No,Loyal
CUST131733,None,Dissatisfied,None,None,No,Loyal
CUST131734,None,Neutral,None,None,No,Active
CUST131735,None,Neutral,None,None,No,Engaged
CUST131736,None,Dissatisfied,None,None,No,Active
CUST131737,None,Dissatisfied,None,None,No,Engaged
CUST131738,None,Satisfied,None,None,No,Active
CUST131739,None,Satisfied,None,None,No,Loyal
CUST131740,None,Very Satisfied,None,None,No,Loyal
CUST131741,None,Very Dissatisfied,None,None,No,Engaged
CUST131742,None,Very Satisfied,None,None,No,Engaged
CUST131743,None,Very Satisfied,None,None,No,Engaged
CUST131744,None,Neutral,None,None,No,Loyal
CUST131745,None,Neutral,None,None,No,Loyal
CUST131746,None,Dissatisfied,None,None,No,Loyal
CUST131747,None,Neutral,None,None,No,Engaged
CUST131748,None,Dissatisfied,None,None,No,Active
CUST131749,Delivery issues,Very Dissatisfied,Damaged products,Better customer support,No,Downgrade
CUST131750,None,Very Satisfied,None,None,No,Loyal
CUST131751,None,Dissatisfied,None,None,No,Loyal
CUST131752,None,Neutral,None,None,No,Active
CUST131753,None,Very Satisfied,None,None,No,Engaged
CUST131754,None,Neutral,None,None,No,Active
CUST131755,None,Very Dissatisfied,None,None,No,Active
CUST131756,None,Neutral,None,None,No,Loyal
CUST131757,None,Neutral,None,None,No,Active
CUST131758,None,Neutral,None,None,No,Loyal
CUST131759,None,Very Satisfied,None,None,No,Engaged
CUST131760,None,Neutral,None,None,No,Engaged
CUST131761,None,Satisfied,None,None,No,Loyal
CUST131762,None,Dissatisfied,None,None,No,Active
CUST131763,None,Very Satisfied,None,None,No,Loyal
CUST131764,None,Very Dissatisfied,None,None,No,Loyal
CUST131765,None,Very Satisfied,None,None,No,Loyal
CUST131766,None,Very Dissatisfied,None,None,No,Engaged
CUST131767,Poor product quality,Very Satisfied,Late deliveries,Increase selection,Yes,Downgrade
CUST131768,None,Dissatisfied,None,None,No,Active
CUST131769,Other,Very Dissatisfied,Damaged products,Enhance delivery service,No,Voluntary
CUST131770,None,Dissatisfied,None,None,No,Loyal
CUST131771,None,Satisfied,None,None,No,Engaged
CUST131772,None,Satisfied,None,None,No,Active
CUST131773,None,Neutral,None,None,No,Loyal
CUST131774,None,Satisfied,None,None,No,Engaged
CUST131775,None,Neutral,None,None,No,Active
CUST131776,None,Very Satisfied,None,None,No,Active
CUST131777,None,Very Satisfied,None,None,No,Engaged
CUST131778,None,Satisfied,None,None,No,Engaged
CUST131779,None,Satisfied,None,None,No,Engaged
CUST131780,Poor product quality,Neutral,Customer service problems,Enhance delivery service,Yes,Downgrade
CUST131781,None,Satisfied,None,None,No,Engaged
CUST131782,None,Satisfied,None,None,No,Active
CUST131783,None,Satisfied,None,None,No,Loyal
CUST131784,None,Very Dissatisfied,None,None,No,Active
CUST131785,None,Very Satisfied,None,None,No,Engaged
CUST131786,None,Very Satisfied,None,None,No,Loyal
CUST131787,None,Very Satisfied,None,None,No,Loyal
CUST131788,None,Satisfied,None,None,No,Engaged
CUST131789,None,Neutral,None,None,No,Engaged
CUST131790,None,Very Dissatisfied,None,None,No,Loyal
CUST131791,None,Satisfied,None,None,No,Active
CUST131792,Delivery issues,Dissatisfied,Late deliveries,Increase selection,No,Voluntary
CUST131793,None,Very Satisfied,None,None,No,Active
CUST131794,None,Very Dissatisfied,None,None,No,Engaged
CUST131795,None,Neutral,None,None,No,Engaged
CUST131796,None,Satisfied,None,None,No,Active
CUST131797,None,Very Satisfied,None,None,No,Active
CUST131798,None,Neutral,None,None,No,Loyal
CUST131799,Poor product quality,Satisfied,Damaged products,Better customer support,Yes,Inactive
CUST131800,High prices,Very Dissatisfied,Late deliveries,Lower prices,No,Inactive
CUST131801,None,Very Dissatisfied,None,None,No,Engaged
CUST131802,None,Very Satisfied,None,None,No,Loyal
CUST131803,None,Very Satisfied,None,None,No,Active
CUST131804,None,Neutral,None,None,No,Loyal
CUST131805,None,Dissatisfied,None,None,No,Loyal
CUST131806,None,Very Dissatisfied,None,None,No,Loyal
CUST131807,None,Satisfied,None,None,No,Active
CUST131808,Poor product quality,Very Dissatisfied,Customer service problems,Better customer support,Yes,Involuntary
CUST131809,None,Dissatisfied,None,None,No,Engaged
CUST131810,None,Neutral,None,None,No,Engaged
CUST131811,None,Very Satisfied,None,None,No,Loyal
CUST131812,None,Neutral,None,None,No,Active
CUST131813,Delivery issues,Neutral,Late deliveries,Enhance delivery service,Yes,Downgrade
CUST131814,None,Neutral,None,None,No,Engaged
CUST131815,None,Very Dissatisfied,None,None,No,Engaged
CUST131816,None,Very Satisfied,None,None,No,Engaged
CUST131817,None,Neutral,None,None,No,Active
CUST131818,None,Neutral,None,None,No,Active
CUST131819,None,Neutral,None,None,No,Loyal
CUST131820,None,Dissatisfied,None,None,No,Active
CUST131821,None,Neutral,None,None,No,Loyal
CUST131822,None,Neutral,None,None,No,Active
CUST131823,None,Very Dissatisfied,None,None,No,Loyal
CUST131824,Limited selection,Dissatisfied,Late deliveries,Enhance delivery service,No,Involuntary
CUST131825,None,Dissatisfied,None,None,No,Engaged
CUST131826,None,Satisfied,None,None,No,Active
CUST131827,None,Dissatisfied,None,None,No,Loyal
CUST131828,None,Very Dissatisfied,None,None,No,Engaged
CUST131829,None,Very Dissatisfied,None,None,No,Engaged
CUST131830,None,Neutral,None,None,No,Active
CUST131831,Better options elsewhere,Very Satisfied,Customer service problems,Improve product quality,No,Inactive
CUST131832,None,Dissatisfied,None,None,No,Active
CUST131833,High prices,Dissatisfied,None,Improve product quality,No,Voluntary
CUST131834,None,Very Dissatisfied,None,None,No,Loyal
CUST131835,None,Very Satisfied,None,None,No,Engaged
CUST131836,None,Dissatisfied,None,None,No,Engaged
CUST131837,Poor product quality,Very Satisfied,Payment issues,Improve product quality,No,Involuntary
CUST131838,None,Neutral,None,None,No,Active
CUST131839,None,Very Dissatisfied,None,None,No,Loyal
CUST131840,None,Neutral,None,None,No,Active
CUST131841,None,Dissatisfied,None,None,No,Engaged
CUST131842,None,Very Satisfied,None,None,No,Loyal
CUST131843,None,Very Satisfied,None,None,No,Active
CUST131844,None,Dissatisfied,None,None,No,Loyal
CUST131845,Delivery issues,Very Dissatisfied,Customer service problems,Better customer support,No,Voluntary
CUST131846,None,Neutral,None,None,No,Engaged
CUST131847,Poor product quality,Dissatisfied,Payment issues,Increase selection,No,Downgrade
CUST131848,None,Very Satisfied,None,None,No,Engaged
CUST131849,None,Very Satisfied,None,None,No,Active
CUST131850,Limited selection,Dissatisfied,Damaged products,Enhance delivery service,Yes,Downgrade
CUST131851,None,Very Dissatisfied,None,None,No,Engaged
CUST131852,None,Very Dissatisfied,None,None,No,Engaged
CUST131853,None,Satisfied,None,None,No,Engaged
CUST131854,None,Neutral,None,None,No,Active
CUST131855,None,Neutral,None,None,No,Active
CUST131856,None,Neutral,None,None,No,Engaged
CUST131857,None,Very Dissatisfied,None,None,No,Active
CUST131858,None,Satisfied,None,None,No,Active
CUST131859,None,Very Satisfied,None,None,No,Engaged
CUST131860,None,Very Dissatisfied,None,None,No,Active
CUST131861,Other,Satisfied,Late deliveries,Enhance delivery service,No,Downgrade
CUST131862,None,Dissatisfied,None,None,No,Loyal
CUST131863,None,Dissatisfied,None,None,No,Active
CUST131864,None,Very Satisfied,None,None,No,Loyal
CUST131865,None,Satisfied,None,None,No,Active
CUST131866,High prices,Very Dissatisfied,Late deliveries,Enhance delivery service,No,Voluntary
CUST131867,None,Very Satisfied,None,None,No,Loyal
CUST131868,High prices,Very Satisfied,None,Increase selection,Yes,Voluntary
CUST131869,None,Very Satisfied,None,None,No,Loyal
CUST131870,None,Dissatisfied,None,None,No,Engaged
CUST131871,None,Very Dissatisfied,None,None,No,Loyal
CUST131872,None,Neutral,None,None,No,Engaged
CUST131873,None,Dissatisfied,None,None,No,Loyal
CUST131874,None,Neutral,None,None,No,Engaged
CUST131875,Other,Very Satisfied,Late deliveries,Improve product quality,Yes,Downgrade
CUST131876,Delivery issues,Very Dissatisfied,Late deliveries,Enhance delivery service,Yes,Inactive
CUST131877,None,Neutral,None,None,No,Active
CUST131878,Limited selection,Satisfied,Damaged products,Lower prices,No,Downgrade
